"";"price";"type";"district";"municipality";"street";"c";"link";"condition";"usable_area";"built_up_area";"land_area";"commission_in_price";"rooms"
"9674";337410;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4417804/3-izb-byt-kompletna-rekonstrukcia-balkon-stare-mesto-73m2/";"Kompletná rekonštrukcia";"73";NA;NA;"no";"3"
"9675";316020;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4417801/2-izb-byt-stare-mesto-kompletna-rekonstrukcia-balkon-56-m2/";"Kompletná rekonštrukcia";"56";NA;NA;"no";"2"
"9676";215000;"Rodinný dom";"okres Nitra";"Mojmírovce";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4417567/exkluzivna-ponuka-4i-rodinne-domy-s-garazou-v-mojmirovciach-v-novej-stvrti-vyborna-lokalita-131-5/";"Novostavba";"176,22";"176,22";"600";"no";NA
"9677";NA;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4413523/realfinn-exkluzivne-luxusny-2-izbovy-byt-po-rekonstrukcii-nove-zamky/";"Kompletná rekonštrukcia";"50";NA;NA;"no";"2"
"9678";NA;"Rodinný dom";"okres Humenné";"Humenné";"okres Humenné";NA;"https://www.nehnutelnosti.sk/4413080/ponuknite-hladame-pre-konkretneho-klienta-rodinny-dom-v-okrese-humenne-n001-mim/";"Čiastočná rekonštrukcia";"50";NA;"400";"no";NA
"9679";230000;"Rodinný dom";"okres Dunajská Streda";"Michal na Ostrove";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4412738/novostavba-4-izb-rodinny-dom-len-30-minut-od-bratislavy-klasik-33/";"Novostavba";"95,8";"139,49";"577";"yes";NA
"9680";1;"Apartmán";"okres Liptovský Mikuláš";"Demänovská Dolina";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4406643/investicne-apartmany-five-star-resort-meridien-na-liptove/";"Novostavba";"28";NA;NA;"no";NA
"9681";52500;"Byt";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/3857813/dvojizbovy-byt-centrum-senica/";"Kompletná rekonštrukcia";"42";NA;NA;"no";"2"
"9682";49500;"Rodinný dom";"okres Rožňava";"Rudná";"okres Rožňava";NA;"https://www.nehnutelnosti.sk/4398613/na-predaj-rodinny-dom-s-velkym-pozemkom-rudna/";"Pôvodný stav";"200";"280";"2619";"no";NA
"9683";57000;"Byt";"okres Komárno";"Bátorove Kosihy";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4398145/nove-byty-batorove-kosihy/";"Novostavba";"40";NA;NA;"yes";"2"
"9684";NA;"Rodinná vila";"okres Spišská Nová Ves";"Spišská Nová Ves";"okres Spišská Nová Ves";NA;"https://www.nehnutelnosti.sk/4397748/dom-v-spisskej-novej-vsi/";"Čiastočná rekonštrukcia";"450";NA;"1530";"no";NA
"9685";410000;"Rodinný dom";"okres Levoča";"Levoča";"okres Levoča";NA;"https://www.nehnutelnosti.sk/4396723/predam-obrovsky-dom-v-lokalite-levoca-id-103338/";"Pôvodný stav";"1264";"600";"892";"no";NA
"9686";66500;"Vidiecky dom";"okres Galanta";"Trstice";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4392383/3-izbovy-vidiecky-dom-s-dvorom-na-predaj-trstice/";"Čiastočná rekonštrukcia";"80";"110";"433";"yes";NA
"9687";241900;"Byt";"okres Púchov";"Púchov";"okres Púchov";NA;"https://www.nehnutelnosti.sk/4392258/4i-byt-v-projekte-pod-zabrehom-ii-a4-06/";"Novostavba";"111";NA;NA;"no";"4"
"9688";NA;"Byt";"okres Dunajská Streda";"Dunajská Streda";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4392236/3-izbovy-byt-so-zahradkou-v-dunajskej-strede-stvorbytovka/";"Novostavba";"78,5";NA;NA;"yes";"3"
"9689";159000;"Byt";"okres Dunajská Streda";"Dunajská Streda";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4392176/znizena-cena-na-predaj-3-izbovy-byt-novostavba-vyborna-obcianska-vybavenost-dunajska/";"Novostavba";"86,3";NA;NA;"yes";"3"
"9690";123500;"Byt";"okres Dunajská Streda";"Dunajská Streda";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4392175/znizena-cena-na-predaj-2-izbovy-byt-novostavba-vyborna-obcianska-vybavenost-dunajska/";"Novostavba";"61,9";NA;NA;"yes";"2"
"9691";148500;"Byt";"okres Dunajská Streda";"Dunajská Streda";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4392160/na-predaj-2-izbovy-byt-novstavba-vyborna-obcianska-vybavenost-dunajska-streda/";"Novostavba";"63,5";NA;NA;"yes";"2"
"9692";122000;"Rodinný dom";"okres Levice";"Šahy";"okres Levice";NA;"https://www.nehnutelnosti.sk/4390454/ponukame-na-predaj-utulny-rodinny-dom-sirsieho-centra-mesta-sahy/";"Kompletná rekonštrukcia";"129";NA;"472";"no";NA
"9693";230000;"Rodinný dom";"okres Trenčín";"Melčice - Lieskové";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4386932/predaj-novostavby-rd-v-obci-melcice-lieskove/";"Novostavba";"112";"138";"561";"no";NA
"9694";NA;"Byt";"okres Brezno";"Brezno";"okres Brezno";NA;"https://www.nehnutelnosti.sk/4386513/hladame-pre-klienta-trojizbovy-alebo-dvojizbovy-byt/";"Čiastočná rekonštrukcia";"60";NA;NA;"no";"3"
"9695";34000;"Rodinný dom";"okres Veľký Krtíš";"Veľká Čalomija";"okres Veľký Krtíš";NA;"https://www.nehnutelnosti.sk/4385671/ponukame-vam-domcek-velka-calomija-34-000-euro/";"Pôvodný stav";"1";NA;"1130";"no";NA
"9696";110000;"Rodinný dom";"okres Senica";"Štefanov";"okres Senica";NA;"https://www.nehnutelnosti.sk/4383586/predaj-rodinneho-domu-v-obci-stefanov-okres-senica/";"Čiastočná rekonštrukcia";"300";"260";"349";"no";NA
"9697";171000;"Rodinný dom";"okres Lučenec";"Lučenec";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4376896/rodinny-dom-na-predaj-v-lucenci/";"Čiastočná rekonštrukcia";"160";"115";"250";"no";NA
"9698";NA;"Iný objekt na bývanie";"okres Brezno";"Brezno";"okres Brezno";NA;"https://www.nehnutelnosti.sk/4375480/ponuka-modularnych-domov/";"Developerský projekt";NA;NA;NA;"no";NA
"9699";260000;"Rodinný dom";"okres Detva";"Stožok";"okres Detva";NA;"https://www.nehnutelnosti.sk/4374099/na-predaj-rodinny-dom-s-obytnou-pristavbou-garazou-1-57-ha-pozemkom-stozok/";"Čiastočná rekonštrukcia";"200";"380";"5740";"no";NA
"9700";NA;"Rodinná vila";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4371326/predaj-rezidencnych-vil-v-najlukrativnejsej-casti-stareho-mesta-v-blizkosti-kalvarie-v-lokalite-hors/";"Novostavba";"800";NA;NA;"no";NA
"9701";206195;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4262578/predane-predaj-1-izboveho-noveho-bytu-na-gundulicovej-ulici-centrum-bratislavy/";"Kompletná rekonštrukcia";"38";NA;NA;"no";"1"
"9702";NA;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4262739/moznost-dohody-na-cene-novy-2-izbovy-byt-na-gundulicovej-ulici-centrum-bratislavy/";"Kompletná rekonštrukcia";"73";NA;NA;"no";"2"
"9703";NA;"Byt";"okres Galanta";"Šalgočka";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4368347/3-izbovy-moderny-byt-v-salgocke-okres-galanta/";"Kompletná rekonštrukcia";"71";NA;NA;"no";"3"
"9704";115000;"Rodinný dom";"okres Trenčín";"Opatová";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4365746/rodinny-dom-na-predaj-opatova/";"Pôvodný stav";"906";NA;NA;"no";NA
"9705";539000;"Rodinný dom";"okres Žilina";"Rajecké Teplice";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4358966/rodinny-dom-rajecke-teplice/";"Novostavba";"173";"250";"900";"no";NA
"9706";272900;"Rodinný dom";"okres Senec";"Miloslavov";"okres Senec";NA;"https://www.nehnutelnosti.sk/4358770/alzbetin-majer-4-izbovy-mezonet-s-urokom-1-49/";"Novostavba";"108";NA;"400";"no";NA
"9707";272900;"Rodinný dom";"okres Senec";"Miloslavov";"okres Senec";NA;"https://www.nehnutelnosti.sk/4358769/4-izbovy-mezonet-so-zahradou-s-urokom-1-49/";"Novostavba";"108";NA;"350";"no";NA
"9708";230000;"Rodinný dom";"okres Dunajská Streda";"Blahová";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4358713/3d-prehliadka-posledny-volny-rd-s-dvojgarazou-blahova-pozemok-986m2/";"Novostavba";"118";"166";"986";"yes";NA
"9709";1;"Rodinný dom";"okres Levice";"Jur nad Hronom";"okres Levice";NA;"https://www.nehnutelnosti.sk/4356218/na-predaj-vip-dom-s-rybnikom-v-obci-jur-nad-hronom-levice-p626/";"Novostavba";"49850";NA;NA;"no";NA
"9710";56000;"Iný objekt na bývanie";"okres Púchov";"Zubák";"okres Púchov";NA;"https://www.nehnutelnosti.sk/4356002/dom-v-obci-zubak/";"Pôvodný stav";NA;"160";"202";"yes";NA
"9711";1950000;"Rodinná vila";"okres Košice";"Košice II - Myslava";"okres Košice";NA;"https://www.nehnutelnosti.sk/4350588/luxusna-kompletne-zariadena-vila/";"Novostavba";"480";NA;"1180";"no";NA
"9712";225000;"Rodinný dom";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/4348520/predaj-dom-i-dvojpodlazny-rodinny-dom-nova-sotina-senica/";"Novostavba";"160";"80";"320";"no";NA
"9713";NA;"Rodinný dom";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/4348355/predaj-dom-a-dvojpodlazny-rodinny-dom-nova-sotina-senica/";"Novostavba";"160";"80";"427";"no";NA
"9714";230000;"Rodinný dom";"okres Lučenec";"Mýtna";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4346281/predam-slnecny-dom-v-lokalite-mytna-id-103277/";"Kompletná rekonštrukcia";"300";"300";"4000";"no";NA
"9715";1;"Rodinný dom";"okres Trenčín";"Trenčianska Teplá";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4345730/trencianska-tepla-5-izbovy-rodinny-dom-ticha-ulica-balkon-garaz-terasa/";"Novostavba";"185";NA;"350";"no";NA
"9716";NA;"Rodinný dom";"okres Bánovce nad Bebravou";"Veľké Chlievany";"okres Bánovce nad Bebravou";NA;"https://www.nehnutelnosti.sk/4345727/velke-chlievany-11-novostavieb-rodinnych-domov-pozemky-od-518-m2-okres-banovce-nad-bebravou/";"Novostavba";"105";"120";"518";"no";NA
"9717";99000;"Rodinný dom";"okres Bánovce nad Bebravou";"Bánovce nad Bebravou";"okres Bánovce nad Bebravou";NA;"https://www.nehnutelnosti.sk/4345695/dom-na-kluc-postavime-vam-dom-na-vasom-pozemku/";"Developerský projekt";"100";"120";NA;"no";NA
"9718";140000;"Rodinný dom";"okres Nitra";"Lužianky";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4337997/ponukame-na-predaj-vymena-za-byt-5i-rodinny-dom-s-garazou-luzianky/";"Čiastočná rekonštrukcia";"150";NA;"700";"no";NA
"9719";19900;"Rodinný dom";"okres Detva";"Horný Tisovník";"okres Detva";NA;"https://www.nehnutelnosti.sk/4336206/predaj-rodinneho-domu-v-hornom-tisovniku/";"Pôvodný stav";"70";NA;"86";"no";NA
"9720";459900;"Rodinný dom";"okres Dunajská Streda";"Dobrohošť";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4336203/na-predaj-5izbovy-luxusny-rodinny-dom-s-bazenom-a-saunou-dobrohost-stav-standard/";"Novostavba";"197";"138";"436";"no";NA
"9721";260000;"Rodinný dom";"okres Dunajská Streda";"Janíky";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4794821/pozor-znizenie-ceny-rd-predaj-dvojpodlazneho-rd-v-tichej-casti-janikov/";"Pôvodný stav";"157";"90";NA;"no";NA
"9722";48000;"Iný objekt na bývanie";"okres Trebišov";"Hraň";"okres Trebišov";NA;"https://www.nehnutelnosti.sk/4330607/exkluzivna-budova-na-predaj-v-obci-hran-f020-12-erko/";"Pôvodný stav";"270";"728";"1221";"yes";NA
"9723";NA;"Rodinný dom";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4329358/6-izbovy-rd-nitra-stara-chrenova-id-186-12-mig/";NA;NA;NA;NA;"no";NA
"9724";108000;"Rodinný dom";"okres Dunajská Streda";"Horná Potôň";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4328960/nova-cena-ciastocne-rekonstruovany-rodinny-dom-na-predaj/";"Čiastočná rekonštrukcia";"140";"179";"732";"yes";NA
"9725";369900;"Rodinný dom";"okres Košice";"Košice II - Pereš";"okres Košice";NA;"https://www.nehnutelnosti.sk/4327781/rezervovane-na-predaj-rodinny-dom-s-garazou-kosice-peres/";"Kompletná rekonštrukcia";"1";"134";"954";"no";NA
"9726";110000;"Rodinný dom";"okres Dunajská Streda";"Veľký Meder";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4325289/na-predaj-4-izbovy-rodinny-dom-pozemok-915-m2-velky-meder/";"Kompletná rekonštrukcia";"120";"150";"915";"no";NA
"9727";83000;"Rodinný dom";"okres Banská Štiavnica";"Močiar";"okres Banská Štiavnica";NA;"https://www.nehnutelnosti.sk/4324010/predam-slnecny-dom-v-lokalite-mociar-id-103239/";"Novostavba";"300";"126";"21000";"no";NA
"9728";NA;"Rodinný dom";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4320459/vystavba-modernych-rodinnych-domov/";"Novostavba";"411";NA;NA;"no";NA
"9729";332974;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4320307/predaj-bytov-v-centre-bratislavy-na-gundulicovej-ulici-v-lokalite-palisady-a-prezidensky-palac/";"Novostavba";NA;NA;NA;"no";"I"
"9730";189900;"Rodinný dom";"okres Prešov";"Drienovská Nová Ves";"okres Prešov";NA;"https://www.nehnutelnosti.sk/4319624/nidum-novostavba-moderny-5-izbovy-rodinny-dom-s-velkou-terasou/";"Novostavba";"125";NA;"165";"no";NA
"9731";NA;"Rodinný dom";"okres Topoľčany";"Radošina";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4317838/rodinny-dom-nizke-naklady-tepelne-cerpadlo/";"Kompletná rekonštrukcia";"380";"190";"800";"no";NA
"9732";78990;"Bungalov";"okres Prievidza";"Prievidza";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4314833/drevodom-nizkoenergeticky-4-izbovy-109-m2-okr-prievidza/";"Kompletná rekonštrukcia";"109";"109";NA;"no";NA
"9733";241000;"Rodinný dom";"okres Trnava";"Biely Kostol";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4314116/stvorizbova-novostavba-bungalovu-prava-cast-dvojdomu-v-prevedeni-holodom-v-lokalite-biely-kostol/";"Novostavba";"119";"131";"382";"no";NA
"9734";78990;"Rodinný dom";"okres Zlaté Moravce";"Zlaté Moravce";"okres Zlaté Moravce";NA;"https://www.nehnutelnosti.sk/4313776/drevodom-nizkoenergeticky-4-izbovy-96-m2-okr-zlate-moravce/";"Kompletná rekonštrukcia";"96";"96";NA;"no";NA
"9735";31990;"Rodinný dom";"okres Partizánske";"Partizánske";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4313072/drevodom-nizkoenergeticky-2-izbovy-42-m2-okr-partizanske/";"Developerský projekt";"42";"42";NA;"no";NA
"9736";99990;"Rodinný dom";"okres Partizánske";"Partizánske";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4313067/drevodom-nizkoenergeticky-4-izbovy-130-m2-okr-partizanske/";"Developerský projekt";"130";"130";NA;"no";NA
"9737";219500;"Rodinný dom";"okres Detva";"Stožok";"okres Detva";NA;"https://www.nehnutelnosti.sk/4311892/novostavba-4-izboveho-rodinneho-domu-stozok/";"Novostavba";"134";"245";"984";"no";NA
"9738";124900;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4311831/3-izbovy-prerobeny-byt-v-priekope-s-loggiou-spajzou-aj-satnikom/";"Kompletná rekonštrukcia";"65";NA;NA;"no";"3"
"9739";57588;"Rodinný dom";"okres Partizánske";"Partizánske";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4311265/drevodom-nizkoenergeticky-2-izbovy-73-m2-okr-partizanske/";"Developerský projekt";"61";"73";NA;"no";NA
"9740";660000;"Rodinný dom";"okres Zlaté Moravce";"Zlaté Moravce";"okres Zlaté Moravce";NA;"https://www.nehnutelnosti.sk/4310756/lukrativne-nehnutelnosti-na-jednom-pozemku-na-byvanie-a-podnikanie/";"Pôvodný stav";"8663";NA;NA;"no";NA
"9741";185000;"Rodinný dom";"okres Nové Zámky";"Andovce";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4306982/na-predaj-4i-bungalov-v-andovciach/";"Developerský projekt";"100";"133";"394";"no";NA
"9742";19999;"Vidiecky dom";"okres Medzilaborce";"Radvaň nad Laborcom";"okres Medzilaborce";NA;"https://www.nehnutelnosti.sk/4302943/tvoja-nova-chalupa-exkluzivne-na-predaj-stary-vidiecky-dom-v-radvani-nad-laborcom-n129-12-mim/";"Pôvodný stav";NA;NA;"769";"no";NA
"9743";450000;"Rodinný dom";"okres Čadca";"Oščadnica";"okres Čadca";NA;"https://www.nehnutelnosti.sk/4302861/rodinny-dom-oscadnica/";"Novostavba";"600";"423";"3200";"no";NA
"9744";52000;"Rodinný dom";"okres Lučenec";"Lučenec";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4298035/makro-reality-rodinny-dom-lucenec-centrum-id-1732/";"Pôvodný stav";"167";"167";"167";"no";NA
"9745";NA;"Rodinný dom";"okres Lučenec";"Panické Dravce";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4285316/predaj-dva-domy-za-jednu-cenu-v-panickych-dravciach-okres-lucenec/";"Čiastočná rekonštrukcia";"300";NA;"5327";"no";NA
"9746";179990;"Rodinný dom";"okres Nitra";"Alekšince";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4284832/predaj-novostavba-rodinny-dom-615m2-poz-aleksince-okr-nitra/";"Vo výstavbe";"101";NA;"615";"no";NA
"9747";NA;"Rodinný dom";"okres Bánovce nad Bebravou";"Veľké Chlievany";"okres Bánovce nad Bebravou";NA;"https://www.nehnutelnosti.sk/4282832/predaj-rodinny-dom-v-obci-velke-chlievany/";"Čiastočná rekonštrukcia";NA;"136";"1470";"no";NA
"9748";255000;"Rodinný dom";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4281341/na-predaj-4-izbova-novostavba-nedaleko-centra/";"Novostavba";"166";NA;"455";"no";NA
"9749";193205;"Byt";"okres Žilina";"Rajecké Teplice";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4280693/3-izbovy-byt-rajecke-teplice/";"Novostavba";"76";NA;NA;"no";"3"
"9750";346500;"Rodinný dom";"okres Ružomberok";"Bešeňová";"okres Ružomberok";NA;"https://www.nehnutelnosti.sk/4280539/rodinny-dom-apartmanovy-dom-za-skvelu-cenu/";"Pôvodný stav";"1140";NA;NA;"no";NA
"9751";49990;"Rodinný dom";"okres Veľký Krtíš";"Sklabiná";"okres Veľký Krtíš";NA;"https://www.nehnutelnosti.sk/4275974/rodinny-dom-chalupa-na-predaj-sklabina/";"Kompletná rekonštrukcia";"88";"100";"656";"no";NA
"9752";480000;"Rodinný dom";"okres Partizánske";"Partizánske";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4267997/luxusna-vila-pre-najnarocnejsich/";"Kompletná rekonštrukcia";"450,4";NA;NA;"no";NA
"9753";115000;"Byt";"okres Dunajská Streda";"Hviezdoslavov";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4263321/neo-skolaudovany-2i-byt-hviezdne-byvanie-stropne-chladenie-tepelne-cerpadla/";"Vo výstavbe";"38";NA;NA;"no";"2"
"9754";165000;"Byt";"okres Dunajská Streda";"Hviezdoslavov";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4263306/neo-skolaudovany-3i-byt-hviezdne-byvanie-stropne-chladenie-tepelne-cerpadla/";"Vo výstavbe";"73";NA;NA;"no";"3"
"9755";NA;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4262738/moznost-dohody-na-cene-predaj-novych-bytov-gundulicova-8-vcentre-bratislavy/";"Kompletná rekonštrukcia";"58";NA;NA;"no";"2"
"9756";NA;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4262734/moznost-dohody-na-cene-2-izbovy-novy-byt-na-gundulicovej-ulici-centrum-bratislavy/";"Kompletná rekonštrukcia";"56";NA;NA;"no";"2"
"9757";NA;"Byt";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4262579/moznost-dohody-na-cene2izbovy-byt-na-gundulicovej-ulici-centrum-bratislavy/";"Kompletná rekonštrukcia";"60";NA;NA;"no";"2"
"9758";80000;"Rodinný dom";"okres Rimavská Sobota";"Hnúšťa";"okres Rimavská Sobota";NA;"https://www.nehnutelnosti.sk/4260357/na-predaj-rodinny-dom/";"Pôvodný stav";"121";NA;NA;"no";NA
"9759";450000;"Rodinný dom";"okres Senec";"Chorvátsky Grob";"okres Senec";NA;"https://www.nehnutelnosti.sk/4257862/exkluzivne-moderny-rodinny-dom-v-skvelej-lokalite-s-vybornym-dispozicnym-riesenim-a-vstavanou-gara/";"Novostavba";"180";"100";"457";"no";NA
"9760";152000;"Rodinný dom";"okres Dunajská Streda";"Ohrady";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4256421/na-predaj-samostatne-stojaci-3-izb-rodinny-dom-v-ohradoch/";"Novostavba";"100";"120";"427";"no";NA
"9761";159000;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4252423/predaj-2-izboveho-apartmanoveho-bytu-v-novostavbe-zvolen/";"Novostavba";"82,85";NA;NA;"no";"2"
"9762";650000;"Rodinná vila";"okres Pezinok";"Modra";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4251690/velkoryse-byvanie-v-nadhernom-prostredi-lesa-malych-karpat/";"Kompletná rekonštrukcia";"500";"200";"224";"no";NA
"9763";NA;"Rodinná vila";"okres Šaľa";"Kráľová nad Váhom";"okres Šaľa";NA;"https://www.nehnutelnosti.sk/4249419/rodinna-vila-s-vnutornym-bazenom-v-sukromnom-areali-na-predaj/";"Novostavba";"396,5";NA;"2039";"no";NA
"9764";223464;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4249123/predaj-3-izboveho-bytu-s-krytym-parkovacim-statim-v-novostavbe-zvolen/";"Novostavba";"86";NA;NA;"no";"3"
"9765";196200;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4249122/predaj-3-izboveho-bytu-s-krytym-parkovacim-statim-v-novostavbe-zvolen/";"Novostavba";"75";NA;NA;"no";"3"
"9766";150000;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4248144/predaj-2-izboveho-bytu-v-novostavbe-zvolen/";"Novostavba";"51,12";NA;NA;"no";"2"
"9767";232614;"Byt";"okres Zvolen";"Zvolen";"okres Zvolen";NA;"https://www.nehnutelnosti.sk/4248137/predaj-3-izboveho-bytu-s-krytym-parkovacim-statim-v-novostavbe-zvolen/";"Novostavba";"89,9";NA;NA;"no";"3"
"9768";26500;"Rodinný dom";"okres Rimavská Sobota";"Veľké Teriakovce";"okres Rimavská Sobota";NA;"https://www.nehnutelnosti.sk/4242844/predam-rozostavany-dom-pri-rimavskej-sobote/";"Vo výstavbe";NA;NA;"800";"no";NA
"9769";183000;"Rodinný dom";"okres Galanta";"Trstice";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4230929/podnikatelsky-objekt-kaviaren-rd-na-predaj-v-trsticiach/";"Pôvodný stav";"217";NA;"1100";"no";NA
"9770";149900;"Rodinný dom";"okres Dunajská Streda";"Dolný Bar";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4228824/rezervovane/";"Vo výstavbe";"100";"116";NA;"no";NA
"9771";172000;"Byt";"okres Liptovský Mikuláš";"Liptovský Mikuláš";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4228697/2-izbovy-byt-s-132-m2-zahradou-liptovsky-mikulas-d02/";"Novostavba";"61,54";NA;NA;"no";"2"
"9772";115000;"Byt";"okres Liptovský Mikuláš";"Liptovský Mikuláš";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4226816/1-izbovy-byt-s-tepelnym-cerpadlom-liptovsky-mikulas-f07/";"Novostavba";"39,71";NA;NA;"no";"1"
"9773";119000;"Byt";"okres Liptovský Mikuláš";"Liptovský Mikuláš";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4226775/1-izbovy-byt-so-66-m2-zahradou-liptovsky-mikulas-f03/";"Novostavba";"39,7";NA;NA;"no";"1"
"9774";1;"Rodinný dom";"okres Martin";"Blatnica";"okres Martin";NA;"https://www.nehnutelnosti.sk/4224089/rodinny-dom-na-predaj-blatnica/";"Kompletná rekonštrukcia";"2472";NA;NA;"no";NA
"9775";95000;"Rodinný dom";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4223301/extra-znizena-cena-dom-podnikatelsky-objekt-nove-zamky/";"Pôvodný stav";"356";NA;"356";"no";NA
"9776";179000;"Rodinný dom";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4219452/nova-vystavba-v-lukrativnej-casti-zapad-slnka-nove-zamky/";"Vo výstavbe";"110";NA;"270";"no";NA
"9777";107800;"Rodinný dom";"okres Topoľčany";"Horné Obdokovce";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4217248/predam-rodinny-dom-v-obci-horne-obdokovce-v-tichej-lokalite/";"Čiastočná rekonštrukcia";"276";NA;"1152";"no";NA
"9778";390000;"Rodinný dom";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4216690/rezervovany-na-predaj-rodinny-dom-v-banskej-bystrici-mestska-cast-uhlisko/";"Kompletná rekonštrukcia";"220";NA;"924";"no";NA
"9779";125000;"Byt";"okres Prešov";"Prešov";"okres Prešov";NA;"https://www.nehnutelnosti.sk/4215435/2-izb-centre-blizko-novumu-f021-112-anm/";"Kompletná rekonštrukcia";"49";NA;NA;"yes";"2"
"9780";NA;"Byt";"okres Brezno";"Hronec";"okres Brezno";NA;"https://www.nehnutelnosti.sk/4215154/zaujimavy-4-izbovy-byt-v-hronci/";"Čiastočná rekonštrukcia";"85";NA;"322";"no";"4"
